Date,Time,Impact,Event Name,Previous,Forecast,Actual
2017-11-22,8:30am,2,Durable Goods Orders m/m,2.00%,0.40%,-1.20%
2017-11-22,10:00am,2,Revised UoM Consumer Sentiment,97.8,98.2,98.5
2017-11-22,10:00am,1,Revised UoM Inflation Expectations,2.60%,,2.50%
2017-11-22,10:30am,3,Crude Oil Inventories,1.9M,-1.4M,-1.9M
2017-11-22,12:00pm,1,Natural Gas Storage,-18B,-51B,-46B
2017-11-22,2:00pm,3,FOMC Meeting Minutes,,,
2017-11-23,12:00am,-1,Bank Holiday,,,
2017-11-24,9:45am,1,Flash Manufacturing PMI,54.6,55.1,53.8
2017-11-24,9:45am,1,Flash Services PMI,55.3,55.5,54.7
2017-11-27,10:00am,2,New Home Sales,645K,627K,685K
2017-11-27,6:30pm,2,FOMC Member Kashkari Speaks,,,
2017-11-27,7:00pm,2,FOMC Member Dudley Speaks,,,
2017-11-28,8:30am,1,Goods Trade Balance,-64.1B,-65.0B,-68.3B
2017-11-28,8:30am,1,Prelim Wholesale Inventories m/m,0.10%,0.50%,-0.40%
2017-11-28,9:00am,1,HPI m/m,0.80%,0.60%,0.30%
2017-11-28,9:00am,1,S&P/CS Composite-20 HPI y/y,5.80%,6.00%,6.20%
2017-11-28,9:15am,2,FOMC Member Dudley Speaks,,,
2017-11-28,9:45am,3,Fed Chair Powell Testifies,,,
2017-11-28,9:59am,1,Richmond Manufacturing Index,12,14,30
2017-11-28,10:00am,3,CB Consumer Confidence,126.2,123.9,129.5
2017-11-28,10:15am,2,FOMC Member Harker Speaks,,,
2017-11-28,3:45pm,3,Treasury Sec Mnuchin Speaks,,,
2017-11-29,8:30am,3,Prelim GDP q/q,3.00%,3.30%,3.30%
2017-11-29,8:30am,2,FOMC Member Dudley Speaks,,,
2017-11-29,8:30am,1,Prelim GDP Price Index q/q,2.20%,2.20%,2.10%
2017-11-29,10:00am,3,Fed Chair Yellen Testifies,,,
2017-11-29,10:00am,2,Pending Home Sales m/m,-0.40%,1.10%,3.50%
2017-11-29,10:30am,3,Crude Oil Inventories,-1.9M,-2.5M,-3.4M
2017-11-29,2:00pm,1,Beige Book,,,
2017-11-30,8:30am,3,Unemployment Claims,240K,241K,238K
2017-11-30,8:30am,2,Core PCE Price Index m/m,0.20%,0.20%,0.20%
2017-11-30,8:30am,2,Personal Spending m/m,0.90%,0.20%,0.30%
2017-11-30,8:30am,1,Personal Income m/m,0.40%,0.30%,0.40%
2017-11-30,9:45am,2,Chicago PMI,66.2,62.2,63.9
2017-11-30,10:30am,1,Natural Gas Storage,-46B,-37B,-33B
2017-11-30,12:30pm,2,FOMC Member Quarles Speaks,,,
2017-11-30,1:00pm,2,FOMC Member Kaplan Speaks,,,
2017-12-01,9:30am,2,FOMC Member Kaplan Speaks,,,
2017-12-01,9:45am,1,Final Manufacturing PMI,53.8,53.8,53.9
2017-12-01,10:00am,3,ISM Manufacturing PMI,58.7,58.4,58.2
2017-12-01,10:00am,1,Construction Spending m/m,0.30%,0.50%,1.40%
2017-12-01,10:00am,1,ISM Manufacturing Prices,68.5,67,65.5
2017-12-01,10:15am,2,FOMC Member Harker Speaks,,,
2017-12-01,12:00am,1,Wards Total Vehicle Sales,18.0M,17.5M,17.4M
2017-12-01,12:00am,1,Total Vehicle Sales,18.1M,17.5M,17.5M
2017-12-04,10:00am,2,Factory Orders m/m,1.70%,-0.30%,-0.10%
2017-12-05,8:30am,2,Trade Balance,-44.9B,-46.2B,-48.7B
2017-12-05,9:45am,1,Final Services PMI,54.7,55.4,54.5
2017-12-05,10:00am,3,ISM Services PMI,60.1,59.2,57.4
2017-12-06,8:15am,3,ADP Non-Farm Employment Change,235K,189K,190K
2017-12-06,8:30am,1,Revised Nonfarm Productivity q/q,3.00%,3.30%,3.00%
2017-12-06,8:30am,1,Revised Unit Labor Costs q/q,0.50%,0.20%,-0.20%
2017-12-06,9:59am,1,RCM/TIPP Economic Optimism,53.6,54.6,51.9
2017-12-06,10:30am,3,Crude Oil Inventories,-3.4M,-3.2M,-5.6M
2017-12-07,7:30am,1,Challenger Job Cuts y/y,-3.00%,,30.10%
2017-12-07,8:30am,3,Unemployment Claims,238K,239K,236K
2017-12-07,10:30am,1,Natural Gas Storage,-33B,-5B,2B
2017-12-07,3:00pm,1,Consumer Credit m/m,19.2B,17.4B,20.5B
2017-12-08,8:30am,3,Average Hourly Earnings m/m,-0.10%,0.30%,0.20%
2017-12-08,8:30am,3,Non-Farm Employment Change,244K,198K,228K
2017-12-08,8:30am,3,Unemployment Rate,4.10%,4.10%,4.10%
2017-12-08,10:00am,2,Prelim UoM Consumer Sentiment,98.5,99,96.8
2017-12-08,10:00am,1,Final Wholesale Inventories m/m,-0.40%,-0.40%,-0.50%
2017-12-08,10:00am,1,Prelim UoM Inflation Expectations,2.50%,,2.80%
2017-12-11,10:00am,1,JOLTS Job Openings,6.18M,6.03M,6.00M
2017-12-11,1:01pm,1,10-y Bond Auction,2.31|2.5,,2.38|2.4
2017-12-12,6:00am,1,NFIB Small Business Index,103.8,104.6,107.5
2017-12-12,8:30am,3,PPI m/m,0.40%,0.40%,0.40%
2017-12-12,8:30am,2,Core PPI m/m,0.40%,0.20%,0.30%
2017-12-12,1:01pm,1,30-y Bond Auction,2.80|2.2,,2.80|2.5
2017-12-12,2:00pm,1,Federal Budget Balance,-63.2B,-135.2B,-138.5B
2017-12-13,8:30am,3,Core CPI m/m,0.20%,0.20%,0.10%
2017-12-13,8:30am,3,CPI m/m,0.10%,0.40%,0.40%
2017-12-13,8:30am,3,CPI y/y,2.00%,2.20%,2.20%
2017-12-13,10:30am,3,Crude Oil Inventories,-5.6M,-3.6M,-5.1M
2017-12-13,2:00pm,3,Federal Funds Rate,1.25%,1.50%,1.50%
2017-12-13,2:00pm,3,FOMC Economic Projections,,,
2017-12-13,2:00pm,3,FOMC Statement,,,
2017-12-13,2:30pm,3,FOMC Press Conference,,,
2017-12-13,3:00pm,3,President Trump Speaks,,,
2017-12-13,6:00pm,2,FOMC Member Brainard Speaks,,,
2017-12-14,8:30am,3,Core Retail Sales m/m,0.40%,0.60%,1.00%
2017-12-14,8:30am,3,Retail Sales m/m,0.50%,0.30%,0.80%
2017-12-14,8:30am,2,Import Prices m/m,0.10%,0.70%,0.70%
2017-12-14,8:30am,2,Unemployment Claims,236K,237K,225K
2017-12-14,9:45am,1,Flash Manufacturing PMI,53.9,54,55
2017-12-14,9:45am,1,Flash Services PMI,54.5,54.8,52.4
2017-12-14,10:00am,1,Business Inventories m/m,0.00%,-0.10%,-0.10%
2017-12-14,10:30am,1,Natural Gas Storage,2B,-55B,-69B
2017-12-15,8:30am,2,Empire State Manufacturing Index,19.4,18.8,18
2017-12-15,9:15am,2,Capacity Utilization Rate,77.00%,77.20%,77.10%
2017-12-15,9:15am,2,Industrial Production m/m,1.20%,0.30%,0.20%
2017-12-15,4:00pm,1,TIC Long-Term Purchases,80.9B,57.6B,23.2B
2017-12-18,10:00am,1,NAHB Housing Market Index,69,70,74
2017-12-19,8:30am,3,Building Permits,1.32M,1.27M,1.30M
2017-12-19,8:30am,2,Current Account,-124B,-116B,-101B
2017-12-19,8:30am,2,Housing Starts,1.26M,1.25M,1.30M
2017-12-19,1:00pm,2,FOMC Member Kashkari Speaks,,,
2017-12-20,10:00am,2,Existing Home Sales,5.50M,5.53M,5.81M
2017-12-20,10:30am,3,Crude Oil Inventories,-5.1M,-3.6M,-6.5M
2017-12-20,3:00pm,3,President Trump Speaks,,,
2017-12-21,8:30am,3,Final GDP q/q,3.30%,3.30%,3.20%
2017-12-21,8:30am,2,Philly Fed Manufacturing Index,22.7,21.5,26.2
2017-12-21,8:30am,2,Unemployment Claims,225K,232K,245K
2017-12-21,8:30am,1,Final GDP Price Index q/q,2.10%,2.10%,2.10%
2017-12-21,9:00am,1,HPI m/m,0.50%,0.40%,0.50%
2017-12-21,10:00am,1,CB Leading Index m/m,1.20%,0.40%,0.40%
2017-12-21,10:30am,1,Natural Gas Storage,-69B,-160B,-182B
2017-12-22,8:30am,3,Core Durable Goods Orders m/m,0.90%,0.50%,-0.10%
2017-12-22,8:30am,2,Core PCE Price Index m/m,0.20%,0.10%,0.10%
2017-12-22,8:30am,2,Durable Goods Orders m/m,-0.80%,2.10%,1.30%
2017-12-22,8:30am,2,Personal Spending m/m,0.20%,0.50%,0.60%
2017-12-22,8:30am,1,Personal Income m/m,0.40%,0.40%,0.30%
2017-12-22,10:00am,2,New Home Sales,624K,654K,733K
2017-12-22,10:00am,2,Revised UoM Consumer Sentiment,96.8,97.1,95.9
2017-12-22,10:00am,1,Revised UoM Inflation Expectations,2.80%,,2.70%
2017-12-25,12:00am,-1,Bank Holiday,,,
2017-12-26,9:00am,1,S&P/CS Composite-20 HPI y/y,6.20%,6.30%,6.40%
2017-12-26,9:59am,1,Richmond Manufacturing Index,30,22,20
2017-12-27,10:00am,3,CB Consumer Confidence,128.6,128.2,122.1
2017-12-27,10:00am,2,Pending Home Sales m/m,3.50%,-0.40%,0.20%
2017-12-28,8:30am,3,Unemployment Claims,245K,240K,245K
2017-12-28,8:30am,1,Goods Trade Balance,-68.1B,-67.7B,-69.7B
2017-12-28,8:30am,1,Prelim Wholesale Inventories m/m,-0.50%,0.40%,0.70%
2017-12-28,9:45am,2,Chicago PMI,63.9,62.2,67.6
2017-12-28,10:30am,1,Natural Gas Storage,-182B,-115B,-112B
2017-12-28,11:00am,3,Crude Oil Inventories,-6.5M,-3.9M,-4.6M
2018-01-01,12:00am,-1,Bank Holiday,,,
2018-01-02,9:45am,1,Final Manufacturing PMI,55,55,55.1
2018-01-03,10:00am,3,ISM Manufacturing PMI,58.2,58.1,59.7
2018-01-03,10:00am,1,Construction Spending m/m,0.90%,0.60%,0.80%
2018-01-03,10:00am,1,ISM Manufacturing Prices,65.5,64.8,69
2018-01-03,12:00am,1,Wards Total Vehicle Sales,17.4M,17.5M,17.8M
2018-01-03,12:00am,1,Total Vehicle Sales,17.5M,17.5M,17.9M
2018-01-03,2:00pm,3,FOMC Meeting Minutes,,,
2018-01-04,7:30am,1,Challenger Job Cuts y/y,30.10%,,-3.60%
2018-01-04,8:15am,3,ADP Non-Farm Employment Change,185K,191K,250K
2018-01-04,8:30am,3,Unemployment Claims,247K,241K,250K
2018-01-04,9:45am,1,Final Services PMI,52.4,52.4,53.7
2018-01-04,10:30am,1,Natural Gas Storage,-112B,-221B,-206B
2018-01-04,11:00am,3,Crude Oil Inventories,-4.6M,-5.2M,-7.4M
2018-01-05,8:30am,3,Average Hourly Earnings m/m,0.10%,0.30%,0.30%
2018-01-05,8:30am,3,Non-Farm Employment Change,252K,190K,148K
2018-01-05,8:30am,3,Unemployment Rate,4.10%,4.10%,4.10%
2018-01-05,8:30am,1,Trade Balance,-48.9B,-49.7B,-50.5B
2018-01-05,10:00am,3,ISM Services PMI,57.4,57.6,55.9
2018-01-05,10:00am,1,Factory Orders m/m,0.40%,1.10%,1.30%
2018-01-05,12:30pm,2,FOMC Member Mester Speaks,,,
2018-01-06,10:15am,2,FOMC Member Mester Speaks,,,
2018-01-07,8:00am,2,FOMC Member Williams Speaks,,,
2018-01-08,12:40pm,2,FOMC Member Bostic Speaks,,,
2018-01-08,1:35pm,2,FOMC Member Williams Speaks,,,
2018-01-08,3:00pm,1,Consumer Credit m/m,20.5B,17.8B,28.0B
2018-01-09,6:00am,1,NFIB Small Business Index,107.5,108.4,104.9
2018-01-09,10:00am,1,JOLTS Job Openings,5.93M,6.05M,5.88M
2018-01-10,8:30am,2,Import Prices m/m,0.80%,0.40%,0.10%
2018-01-10,10:00am,1,Final Wholesale Inventories m/m,0.70%,0.70%,0.80%
2018-01-10,10:30am,3,Crude Oil Inventories,-7.4M,-3.9M,-4.9M
2018-01-10,1:01pm,1,10-y Bond Auction,2.38|2.4,,2.58|2.7
2018-01-11,8:30am,3,PPI m/m,0.40%,0.20%,-0.10%
2018-01-11,8:30am,2,Core PPI m/m,0.30%,0.20%,-0.10%
2018-01-11,8:30am,2,Unemployment Claims,250K,246K,261K
2018-01-11,10:30am,1,Natural Gas Storage,-206B,-318B,-359B
2018-01-11,1:01pm,1,30-y Bond Auction,2.80|2.5,,2.87|2.7
2018-01-11,2:00pm,1,Federal Budget Balance,-138.5B,-34.5B,-23.2B
2018-01-11,3:30pm,2,FOMC Member Dudley Speaks,,,
2018-01-12,8:30am,3,Core CPI m/m,0.10%,0.20%,0.30%
2018-01-12,8:30am,3,Core Retail Sales m/m,1.30%,0.30%,0.40%
2018-01-12,8:30am,3,CPI m/m,0.40%,0.10%,0.10%
2018-01-12,8:30am,3,CPI y/y,2.20%,2.10%,2.10%
2018-01-12,8:30am,3,Retail Sales m/m,0.90%,0.50%,0.40%
2018-01-12,9:59am,1,RCM/TIPP Economic Optimism,51.9,52.3,55.1
2018-01-12,10:00am,1,Business Inventories m/m,0.00%,0.40%,0.40%
2018-01-15,12:00am,-1,Bank Holiday,,,
2018-01-16,8:30am,2,Empire State Manufacturing Index,18,18.5,17.7
2018-01-17,9:15am,2,Capacity Utilization Rate,77.20%,77.30%,77.90%
2018-01-17,9:15am,2,Industrial Production m/m,-0.10%,0.40%,0.90%
2018-01-17,10:00am,1,NAHB Housing Market Index,74,73,72
2018-01-17,2:00pm,1,Beige Book,,,
2018-01-17,4:00pm,1,TIC Long-Term Purchases,26.2B,50.1B,57.5B
2018-01-17,4:30pm,2,FOMC Member Mester Speaks,,,
2018-01-18,8:30am,3,Building Permits,1.30M,1.29M,1.30M
2018-01-18,8:30am,2,Housing Starts,1.30M,1.28M,1.19M
2018-01-18,8:30am,2,Philly Fed Manufacturing Index,26.2,24.9,22.2
2018-01-18,8:30am,2,Unemployment Claims,261K,250K,220K
2018-01-18,10:30am,1,Natural Gas Storage,-359B,-201B,-183B
2018-01-18,11:00am,3,Crude Oil Inventories,-4.9M,-1.4M,-6.9M
2018-01-19,8:55am,2,FOMC Member Bostic Speaks,,,
2018-01-19,10:00am,2,Prelim UoM Consumer Sentiment,95.9,97,94.4
2018-01-19,10:00am,1,Prelim UoM Inflation Expectations,2.70%,,2.80%
2018-01-19,12:15pm,2,FOMC Member Quarles Speaks,,,
2018-01-19,1:30pm,2,FOMC Member Williams Speaks,,,
2018-01-23,9:59am,1,Richmond Manufacturing Index,20,19,14
2018-01-24,9:00am,1,HPI m/m,0.60%,0.40%,0.40%
2018-01-24,9:45am,1,Flash Manufacturing PMI,55.1,55.2,55.5
2018-01-24,9:45am,1,Flash Services PMI,53.7,54.5,53.3
2018-01-24,10:00am,2,Existing Home Sales,5.78M,5.72M,5.57M
2018-01-24,10:30am,3,Crude Oil Inventories,-6.9M,-1.0M,-1.1M
2018-01-25,8:30am,2,Unemployment Claims,216K,239K,233K
2018-01-25,10:00am,2,New Home Sales,689K,679K,625K
2018-01-25,10:00am,1,CB Leading Index m/m,0.40%,0.50%,0.60%
2018-01-25,10:30am,1,Natural Gas Storage,-183B,-270B,-288B
2018-01-26,8:07am,3,President Trump Speaks,,,
2018-01-26,8:30am,3,Advance GDP q/q,3.20%,3.00%,2.60%
2018-01-26,8:30am,3,Core Durable Goods Orders m/m,0.30%,0.50%,0.60%
2018-01-26,8:30am,2,Advance GDP Price Index q/q,2.10%,2.30%,2.40%
2018-01-26,8:30am,2,Durable Goods Orders m/m,1.70%,0.90%,2.90%
2018-01-26,8:30am,1,Goods Trade Balance,-70.0B,-68.6B,-71.6B
2018-01-26,8:30am,1,Prelim Wholesale Inventories m/m,0.80%,0.40%,0.20%
2018-01-29,8:30am,2,Core PCE Price Index m/m,0.10%,0.20%,0.20%
2018-01-29,8:30am,2,Personal Spending m/m,0.80%,0.50%,0.40%
2018-01-29,8:30am,1,Personal Income m/m,0.30%,0.30%,0.40%
2018-01-30,9:00am,1,S&P/CS Composite-20 HPI y/y,6.30%,6.30%,6.40%
2018-01-30,10:00am,3,CB Consumer Confidence,123.1,123.2,125.4
2018-01-30,9:00pm,3,President Trump Speaks,,,
2018-01-31,8:15am,3,ADP Non-Farm Employment Change,242K,186K,234K
2018-01-31,8:30am,2,Employment Cost Index q/q,0.70%,0.60%,0.60%
2018-01-31,9:45am,2,Chicago PMI,67.6,64.2,65.7
2018-01-31,10:00am,2,Pending Home Sales m/m,0.30%,0.50%,0.50%
2018-01-31,10:30am,3,Crude Oil Inventories,-1.1M,0.1M,6.8M
2018-01-31,2:00pm,3,Federal Funds Rate,1.50%,1.50%,1.50%
2018-01-31,2:00pm,3,FOMC Statement,,,
2018-02-01,7:30am,1,Challenger Job Cuts y/y,-3.60%,,-2.80%
2018-02-01,8:30am,2,Prelim Nonfarm Productivity q/q,2.70%,0.80%,-0.10%
2018-02-01,8:30am,2,Prelim Unit Labor Costs q/q,-0.20%,0.90%,2.00%
2018-02-01,8:30am,2,Unemployment Claims,231K,237K,230K
2018-02-01,9:45am,1,Final Manufacturing PMI,55.5,55.5,55.5
2018-02-01,10:00am,3,ISM Manufacturing PMI,59.7,58.7,59.1
2018-02-01,10:00am,1,Construction Spending m/m,0.60%,0.40%,0.70%
2018-02-01,10:00am,1,ISM Manufacturing Prices,69,68.3,72.7
2018-02-01,12:00am,1,Wards Total Vehicle Sales,17.8M,17.2M,17.1M
2018-02-01,10:30am,1,Natural Gas Storage,-288B,-102B,-99B
2018-02-01,12:00am,1,Total Vehicle Sales,17.9M,17.2M,17.2M
2018-02-02,8:30am,3,Average Hourly Earnings m/m,0.40%,0.20%,0.30%
2018-02-02,8:30am,3,Non-Farm Employment Change,160K,181K,200K
2018-02-02,8:30am,3,Unemployment Rate,4.10%,4.10%,4.10%
2018-02-02,10:00am,2,Revised UoM Consumer Sentiment,94.4,95,95.7
2018-02-02,10:00am,1,Factory Orders m/m,1.70%,1.50%,1.70%
2018-02-02,10:00am,1,Revised UoM Inflation Expectations,2.80%,,2.70%
2018-02-02,2:30pm,2,FOMC Member Williams Speaks,,,
2018-02-05,9:45am,1,Final Services PMI,53.3,53.3,53.3
2018-02-05,10:00am,3,ISM Services PMI,55.9,56.5,59.9
2018-02-05,2:00pm,1,Loan Officer Survey,,,
2018-02-06,8:30am,1,Trade Balance,-50.4B,-52.1B,-53.1B
2018-02-06,10:00am,1,JOLTS Job Openings,5.98M,5.95M,5.81M
2018-02-06,10:01am,1,RCM/TIPP Economic Optimism,55.1,55.4,56.7
2018-02-07,8:30am,2,FOMC Member Dudley Speaks,,,
2018-02-07,10:30am,3,Crude Oil Inventories,6.8M,3.2M,1.9M
2018-02-07,1:01pm,1,10-y Bond Auction,2.58|2.7,,2.81|2.3
2018-02-07,3:00pm,1,Consumer Credit m/m,31.0B,19.9B,18.4B
2018-02-07,5:20pm,2,FOMC Member Williams Speaks,,,
2018-02-08,8:30am,2,Unemployment Claims,230K,232K,221K
2018-02-08,10:00am,2,Mortgage Delinquencies,4.88%,,5.17%
2018-02-08,10:30am,1,Natural Gas Storage,-99B,-116B,-119B
2018-02-08,1:01pm,1,30-y Bond Auction,2.87|2.7,,3.12|2.3
2018-02-09,10:00am,1,Final Wholesale Inventories m/m,0.20%,0.20%,0.40%
2018-02-12,2:00pm,1,Federal Budget Balance,-23.2B,50.2B,49.2B
2018-02-13,6:00am,1,NFIB Small Business Index,104.9,106.2,106.9
2018-02-13,8:00am,2,FOMC Member Mester Speaks,,,
2018-02-14,8:30am,3,Core CPI m/m,0.30%,0.20%,0.30%
2018-02-14,8:30am,3,Core Retail Sales m/m,0.10%,0.50%,0.00%
2018-02-14,8:30am,3,CPI m/m,0.10%,0.30%,0.50%
2018-02-14,8:30am,3,CPI y/y,2.10%,1.90%,2.10%
2018-02-14,8:30am,3,Retail Sales m/m,0.00%,0.20%,-0.30%
2018-02-14,10:00am,1,Business Inventories m/m,0.40%,0.30%,0.40%
2018-02-14,10:30am,3,Crude Oil Inventories,1.9M,2.8M,1.8M
2018-02-15,8:30am,3,PPI m/m,-0.10%,0.40%,0.40%
2018-02-15,8:30am,2,Core PPI m/m,-0.10%,0.20%,0.40%
2018-02-15,8:30am,2,Empire State Manufacturing Index,17.7,17.7,13.1
2018-02-15,8:30am,2,Philly Fed Manufacturing Index,22.2,21.5,25.8
2018-02-15,8:30am,2,Unemployment Claims,223K,229K,230K
2018-02-15,9:15am,2,Capacity Utilization Rate,77.70%,78.00%,77.50%
2018-02-15,9:15am,2,Industrial Production m/m,0.40%,0.20%,-0.10%
2018-02-15,10:00am,1,NAHB Housing Market Index,72,72,72
2018-02-15,10:30am,1,Natural Gas Storage,-119B,-193B,-194B
2018-02-15,4:00pm,1,TIC Long-Term Purchases,57.5B,50.3B,27.3B
2018-02-16,8:30am,3,Building Permits,1.30M,1.29M,1.40M
2018-02-16,8:30am,2,Housing Starts,1.21M,1.23M,1.33M
2018-02-16,8:30am,2,Import Prices m/m,0.20%,0.60%,1.00%
2018-02-16,10:00am,2,Prelim UoM Consumer Sentiment,95.7,95.4,99.9
2018-02-16,10:00am,1,Prelim UoM Inflation Expectations,2.70%,,2.70%
2018-02-19,12:00am,-1,Bank Holiday,,,
2018-02-21,9:45am,1,Flash Manufacturing PMI,55.5,55.4,55.9
2018-02-21,9:45am,1,Flash Services PMI,53.3,53.8,55.9
2018-02-21,10:00am,2,Existing Home Sales,5.56M,5.61M,5.38M
2018-02-21,2:00pm,3,FOMC Meeting Minutes,,,
2018-02-22,12:15am,2,FOMC Member Quarles Speaks,,,
2018-02-22,8:30am,2,Unemployment Claims,229K,230K,222K
2018-02-22,10:00am,1,CB Leading Index m/m,0.60%,0.70%,1.00%
2018-02-22,10:00am,1,FOMC Member Dudley Speaks,,,
2018-02-22,10:30am,1,Natural Gas Storage,-194B,-121B,-124B
2018-02-22,11:00am,3,Crude Oil Inventories,1.8M,2.2M,-1.6M
2018-02-22,12:10pm,2,FOMC Member Bostic Speaks,,,
2018-02-23,10:15am,2,FOMC Member Dudley Speaks,,,
2018-02-23,11:00am,1,Fed Monetary Policy Report,,,
2018-02-23,1:30pm,2,FOMC Member Mester Speaks,,,
2018-02-23,3:40pm,2,FOMC Member Williams Speaks,,,
2018-02-26,10:00am,2,New Home Sales,643K,655K,593K
2018-02-26,3:15pm,2,FOMC Member Quarles Speaks,,,
2018-02-27,8:30am,3,Core Durable Goods Orders m/m,0.70%,0.40%,-0.30%
2018-02-27,8:30am,3,Fed Chair Powell Testifies,,,
2018-02-27,8:30am,2,Durable Goods Orders m/m,2.80%,-2.40%,-3.70%
2018-02-27,8:30am,1,Goods Trade Balance,-72.3B,-72.3B,-74.4B
2018-02-27,8:30am,1,Prelim Wholesale Inventories m/m,0.40%,0.30%,0.70%
2018-02-27,9:00am,1,S&P/CS Composite-20 HPI y/y,6.40%,6.30%,6.30%
2018-02-27,9:03am,1,HPI m/m,0.50%,0.40%,0.30%
2018-02-27,10:00am,3,CB Consumer Confidence,124.3,126.2,130.8
2018-02-27,10:00am,1,Richmond Manufacturing Index,14,15,28
2018-02-28,8:30am,3,Prelim GDP q/q,2.60%,2.50%,2.50%
2018-02-28,8:30am,1,Prelim GDP Price Index q/q,2.40%,2.40%,2.30%
2018-02-28,9:45am,2,Chicago PMI,65.7,64.2,61.9
2018-02-28,10:00am,2,Pending Home Sales m/m,0.00%,0.40%,-4.70%
2018-02-28,10:30am,3,Crude Oil Inventories,-1.6M,2.4M,3.0M
2018-03-01,8:30am,2,Core PCE Price Index m/m,0.20%,0.30%,0.30%
2018-03-01,8:30am,2,Personal Spending m/m,0.40%,0.20%,0.20%
2018-03-01,8:30am,2,Unemployment Claims,220K,226K,210K
2018-03-01,8:30am,1,Personal Income m/m,0.40%,0.30%,0.40%
2018-03-01,9:45am,1,Final Manufacturing PMI,55.9,55.9,55.3
2018-03-01,10:00am,3,Fed Chair Powell Testifies,,,
2018-03-01,10:00am,3,ISM Manufacturing PMI,59.1,58.7,60.8
2018-03-01,10:00am,1,Construction Spending m/m,0.80%,0.30%,0.00%
2018-03-01,10:00am,1,ISM Manufacturing Prices,72.7,70.5,74.2
2018-03-01,12:00am,1,Wards Total Vehicle Sales,17.1M,17.2M,17.0M
2018-03-01,10:34am,1,Natural Gas Storage,-124B,-71B,-78B
2018-03-01,11:00am,3,President Trump Speaks,,,
2018-03-01,12:00am,1,Total Vehicle Sales,17.2M,17.2M,17.1M
2018-03-02,10:00am,2,Revised UoM Consumer Sentiment,99.9,99.4,99.7
2018-03-02,10:00am,1,Revised UoM Inflation Expectations,2.70%,,2.70%
2018-03-05,9:45am,1,Final Services PMI,55.9,55.9,55.9
2018-03-05,10:00am,3,ISM Services PMI,59.9,58.9,59.5
2018-03-05,1:15pm,2,FOMC Member Quarles Speaks,,,
2018-03-06,7:30am,2,FOMC Member Dudley Speaks,,,
2018-03-06,10:00am,1,Factory Orders m/m,1.80%,-0.40%,-1.40%
2018-03-06,10:01am,1,RCM/TIPP Economic Optimism,56.7,58.2,55.6
2018-03-06,5:30pm,2,FOMC Member Brainard Speaks,,,
2018-03-07,8:00am,2,FOMC Member Bostic Speaks,,,
2018-03-07,8:15am,3,ADP Non-Farm Employment Change,244K,199K,235K
2018-03-07,8:20am,1,FOMC Member Dudley Speaks,,,
2018-03-07,8:30am,1,Revised Nonfarm Productivity q/q,-0.10%,-0.10%,0.00%
2018-03-07,8:30am,1,Revised Unit Labor Costs q/q,2.00%,2.10%,2.50%
2018-03-07,8:30am,1,Trade Balance,-53.9B,-55.1B,-56.6B
2018-03-07,10:30am,3,Crude Oil Inventories,3.0M,2.6M,2.4M
2018-03-07,2:00pm,1,Beige Book,,,
2018-03-07,3:00pm,1,Consumer Credit m/m,19.2B,17.5B,13.9B
2018-03-08,7:30am,1,Challenger Job Cuts y/y,-2.80%,,-4.30%
2018-03-08,8:30am,2,Unemployment Claims,210K,220K,231K
2018-03-08,10:30am,1,Natural Gas Storage,-78B,-58B,-57B
2018-03-09,8:30am,3,Average Hourly Earnings m/m,0.30%,0.20%,0.10%
2018-03-09,8:30am,3,Non-Farm Employment Change,239K,205K,313K
2018-03-09,8:30am,3,Unemployment Rate,4.10%,4.00%,4.10%
2018-03-09,10:00am,1,Final Wholesale Inventories m/m,0.70%,0.70%,0.80%
2018-03-11,3:00am,-1,Daylight Saving Time Shift,,,
2018-03-12,1:01pm,1,10-y Bond Auction,2.81|2.3,,2.89|2.5
2018-03-12,2:00pm,1,Federal Budget Balance,49.2B,-222.3B,-215.2B
2018-03-13,6:00am,1,NFIB Small Business Index,106.9,107.1,107.6
2018-03-13,8:30am,3,Core CPI m/m,0.30%,0.20%,0.20%
2018-03-13,8:30am,3,CPI m/m,0.50%,0.20%,0.20%
2018-03-13,8:30am,3,CPI y/y,2.10%,2.20%,2.20%
2018-03-13,1:01pm,1,30-y Bond Auction,3.12|2.3,,3.11|2.4
2018-03-14,8:30am,3,Core Retail Sales m/m,0.10%,0.40%,0.20%
2018-03-14,8:30am,3,PPI m/m,0.40%,0.10%,0.20%
2018-03-14,8:30am,3,Retail Sales m/m,-0.10%,0.30%,-0.10%
2018-03-14,8:30am,2,Core PPI m/m,0.40%,0.20%,0.20%
2018-03-14,10:00am,1,Business Inventories m/m,0.60%,0.60%,0.60%
2018-03-14,10:30am,3,Crude Oil Inventories,2.4M,2.2M,5.0M
2018-03-15,8:30am,2,Empire State Manufacturing Index,13.1,14.9,22.5
2018-03-15,8:30am,2,Philly Fed Manufacturing Index,25.8,23.1,22.3
2018-03-15,8:30am,2,Unemployment Claims,230K,227K,226K
2018-03-15,8:30am,1,Import Prices m/m,0.80%,0.30%,0.40%
2018-03-15,10:00am,1,NAHB Housing Market Index,71,72,70
2018-03-15,10:30am,1,Natural Gas Storage,-57B,-99B,-93B
2018-03-15,4:00pm,1,TIC Long-Term Purchases,23.3B,35.9B,62.1B
2018-03-16,8:30am,3,Building Permits,1.38M,1.32M,1.30M
